Player,Player_cleaned,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Shots,SoT,SoT%,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp%,PasTotDist,PasTotPrgDist,PasShoCmp,PasShoAtt,PasShoCmp%,PasMedCmp,PasMedAtt,PasMedCmp%,PasLonCmp,PasLonAtt,PasLonCmp%,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,PasAtt,PasLive,PasDead,PasFK,TB,Sw,PasCrs,CK,CkIn,CkOut,CkStr,TI,PasCmp,PasOff,PasBlocks,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDriAtt,TklDri%,TklDriPast,Blocks,BlkSh,BlkPass,Int,Tkl+Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,Rec,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,PKwon,PKcon,OG,Recov,AerWon,AerLost,AerWon%,player_name,height_in_cm,mean_market_value_per_player,player_name_cleaned
Samir Santos,Samir Santos,BRA,DF,Udinese,Serie A,27.0,1994,17,17,1421,15.8,0.0,0.51,0.19,37.5,0.0,0.0,9.7,0.0,0.0,0.0,80.2,682.2,250.2,13.4,14.6,91.8,16.7,19.6,85.4,4.37,8.16,53.5,0.0,0.19,1.9,0.19,0.13,1.65,43.5,39.4,4.11,1.77,0.06,0.57,0.76,0.0,0.0,0.0,0.0,2.15,34.9,0.06,0.95,0.63,0.44,0.06,0.0,0.13,0.0,0.0,0.13,0.06,0.0,0.0,0.06,0.0,0.0,2.72,1.46,1.58,1.08,0.06,0.95,1.65,57.7,0.7,2.03,0.44,1.58,3.23,5.95,3.86,0.06,55.6,7.22,27.7,26.4,4.49,0.82,51.7,30.2,134.6,73.3,2.09,0.38,0.0,0.44,0.32,30.8,0.32,0.32,0.0,0.0,2.41,1.08,0.0,0.0,0.0,0.0,7.66,2.91,0.89,76.7,,,,
Samir Santos,Samir Santos,BRA,DF,Watford,Premier League,27.0,1994,19,19,1673,18.6,0.0,0.43,0.11,25.0,0.0,0.0,11.6,0.0,0.0,0.0,81.5,619.8,183.3,8.39,9.14,91.8,14.9,16.9,88.3,5.0,8.55,58.5,0.0,0.11,1.29,0.11,0.0,1.18,35.4,34.6,0.81,0.75,0.05,0.81,0.0,0.0,0.0,0.0,0.0,0.05,28.9,0.11,0.38,0.22,0.16,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.72,1.02,1.13,0.54,0.05,0.54,0.91,58.8,0.38,1.51,0.59,0.91,2.9,4.62,4.41,0.11,46.0,6.34,29.7,17.9,1.18,0.59,45.3,24.5,119.0,55.0,0.86,0.11,0.05,0.11,0.22,23.9,0.05,0.22,0.0,0.0,0.97,0.86,0.0,0.0,0.0,0.0,9.19,2.96,1.94,60.4,,,,
Joan Sastre Vanrell,Joan Sastre Vanrell,ESP,DF,Mallorca,La Liga,25.0,1997,7,2,258,2.9,0.0,0.69,0.0,0.0,0.0,0.0,26.8,0.0,0.0,0.0,72.5,546.2,262.1,10.0,12.4,80.6,12.1,16.6,72.9,4.48,7.24,61.9,0.0,0.0,1.38,0.0,0.0,1.03,37.6,29.7,7.93,1.38,0.34,1.38,2.07,0.0,0.0,0.0,0.0,6.55,27.2,0.34,1.03,1.03,0.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.07,1.38,1.38,0.34,0.34,0.34,1.38,25.0,1.03,0.34,0.0,0.34,2.41,4.48,4.83,0.0,49.7,5.17,19.3,22.8,10.0,0.69,41.7,25.9,98.3,58.6,2.07,1.03,0.0,0.34,1.03,25.9,1.03,0.34,0.0,0.0,1.38,2.41,0.0,0.0,0.34,0.0,4.83,2.41,0.34,87.5,,,,
Joseph Scally,Joseph Scally,USA,DF,M'Gladbach,Bundesliga,19.0,2002,30,20,1909,21.2,0.05,0.85,0.28,33.3,0.06,0.17,18.1,0.0,0.0,0.0,79.9,696.9,226.8,18.2,20.7,87.7,15.6,19.2,81.3,4.58,7.08,64.7,0.09,0.75,2.08,0.71,0.38,3.35,48.7,38.2,10.5,0.52,0.05,0.71,1.37,0.0,0.0,0.0,0.0,10.0,38.9,0.09,1.23,1.56,1.37,0.05,0.05,0.05,0.05,0.0,0.14,0.09,0.0,0.0,0.05,0.0,0.0,2.08,1.08,0.99,0.8,0.28,0.85,1.93,43.9,1.08,2.03,0.19,1.84,1.75,3.82,1.6,0.0,63.0,2.55,17.1,32.1,17.5,1.75,52.9,37.2,178.8,87.4,4.25,0.94,0.38,2.36,1.08,36.3,2.36,0.19,0.0,0.0,1.42,2.03,0.09,0.0,0.0,0.0,7.5,1.08,1.23,46.9,,,,
Valentino Scotta,Valentino Scotta,ESP,DF,Sevilla,La Liga,20.0,2001,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
Javier Serrano,Javier Serrano,ESP,MF,Atlético Madrid,La Liga,19.0,2003,5,1,68,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.8,678.8,116.3,23.8,30.0,79.2,15.0,20.0,75.0,2.5,2.5,100.0,0.0,0.0,0.0,1.25,0.0,3.75,56.3,56.3,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,43.8,0.0,0.0,1.25,1.25,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,0.0,0.0,0.0,2.5,1.25,1.25,1.25,0.0,0.0,3.75,0.0,3.75,0.0,0.0,0.0,0.0,2.5,1.25,0.0,65.0,5.0,15.0,46.3,5.0,0.0,65.0,47.5,120.0,45.0,3.75,1.25,0.0,0.0,0.0,47.5,2.5,1.25,1.25,0.0,3.75,1.25,0.0,0.0,0.0,0.0,10.0,5.0,2.5,66.7,,,,
Nicolás Serrano,Nicolas Serrano,ESP,MF,Athletic Club,La Liga,19.0,2003,14,3,317,3.5,0.29,2.57,1.43,55.6,0.11,0.2,25.3,0.0,0.0,0.0,69.5,391.7,116.9,13.7,15.7,87.3,9.14,11.1,82.1,1.71,6.86,25.0,0.0,0.86,2.86,0.86,0.57,2.29,36.6,34.3,2.29,0.29,0.0,0.57,2.0,1.14,0.86,0.29,0.0,0.57,25.4,0.57,2.57,1.14,0.86,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.57,2.0,0.57,1.43,0.57,1.14,2.86,40.0,1.71,2.86,0.29,2.57,1.71,4.29,0.29,0.0,53.7,1.43,8.29,25.4,23.4,3.43,51.4,38.3,218.6,112.3,5.43,0.86,1.14,3.71,1.43,33.7,5.43,0.0,0.0,0.0,2.29,2.29,0.29,0.0,0.0,0.0,9.14,0.29,2.0,12.5,,,,
Aboubakar Sidibé,Aboubakar Sidibe,FRA,FW,Clermont Foot,Ligue 1,26.0,1996,1,0,6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,420.0,90.0,20.0,20.0,100.0,10.0,10.0,100.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,40.0,0.0,0.0,40.0,40.0,590.0,460.0,20.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
Caio Henrique Oliveira Silva,Caio Henrique Oliveira Silva,BRA,DF,Monaco,Ligue 1,24.0,1997,34,31,2662,29.6,0.07,0.64,0.2,31.6,0.11,0.33,21.3,0.14,0.0,0.0,76.0,851.0,312.6,22.1,24.5,89.9,21.1,26.1,80.7,4.53,10.4,43.6,0.27,1.52,2.91,1.42,0.3,5.2,63.4,51.4,12.0,1.99,0.3,1.05,2.97,1.25,0.71,0.2,0.03,8.75,48.1,0.34,1.86,2.8,1.96,0.54,0.07,0.07,0.14,0.03,0.41,0.34,0.0,0.0,0.03,0.03,0.0,1.66,0.81,0.88,0.64,0.14,0.84,1.89,44.6,1.05,1.49,0.2,1.28,1.96,3.61,1.52,0.1,72.4,2.67,19.0,34.4,24.1,2.03,60.7,44.1,243.5,152.0,7.16,2.36,0.41,0.98,0.51,43.9,3.82,0.17,0.0,0.0,0.64,0.71,0.07,0.03,0.0,0.0,9.05,0.44,0.98,31.0,,,,
Nelson Sissoko,Nelson Sissoko,FRA,DF,Saint-Étienne,Ligue 1,25.0,1997,1,1,45,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,292.0,166.0,6.0,8.0,75.0,8.0,10.0,80.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,0.0,32.0,8.0,22.0,4.0,8.0,0.0,22.0,10.0,36.0,12.0,2.0,0.0,0.0,0.0,2.0,10.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,,,
Leo Skiri Østigård,Leo Skiri Ostigard,NOR,DF,Genoa,Serie A,22.0,1999,15,13,1172,13.0,0.0,0.54,0.08,14.3,0.0,0.0,18.3,0.0,0.0,0.0,73.5,666.5,271.3,10.7,12.5,85.8,13.8,17.9,77.3,6.15,10.9,56.3,0.0,0.15,2.69,0.0,0.0,2.77,41.8,40.8,1.08,0.92,0.0,1.15,0.38,0.0,0.0,0.0,0.0,0.15,30.8,0.15,0.38,0.85,0.77,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23,0.85,0.62,0.54,0.08,0.62,0.77,80.0,0.15,2.23,1.0,1.23,1.54,2.77,4.0,0.08,50.8,7.46,26.1,24.8,2.38,1.15,49.8,24.8,152.8,73.0,1.85,0.38,0.08,0.15,0.08,25.4,0.23,0.31,0.15,0.08,1.08,0.46,0.23,0.0,0.0,0.0,14.1,5.31,1.62,76.7,,,,
William Smallbone,William Smallbone,IRL,MFFW,Southampton,Premier League,22.0,2000,4,2,133,1.5,0.0,0.67,0.0,0.0,0.0,0.0,17.5,0.0,0.0,0.0,57.9,212.7,62.0,8.0,11.3,70.6,5.33,9.33,57.1,0.67,2.0,33.3,0.0,0.67,0.67,0.0,0.0,0.67,25.3,22.7,2.67,0.67,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.67,14.7,0.0,3.33,0.67,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.33,2.0,2.0,0.0,0.67,3.33,20.0,2.67,2.0,0.0,2.0,1.33,5.33,1.33,0.0,36.7,1.33,8.67,15.3,14.7,2.67,34.0,18.7,130.0,78.0,2.67,1.33,0.67,1.33,0.0,17.3,5.33,0.0,0.0,0.0,2.0,0.67,0.0,0.0,0.0,0.0,6.0,1.33,3.33,28.6,,,,
Çaðlar Söyüncü,Cadlar Soyuncu,TUR,DF,Leicester City,Premier League,26.0,1996,28,28,2497,27.7,0.04,0.29,0.04,12.5,0.13,1.0,12.0,0.0,0.0,0.0,86.2,1156.5,354.3,17.3,18.6,92.8,31.6,33.6,94.2,7.22,12.5,58.0,0.0,0.11,2.53,0.11,0.07,1.91,65.8,64.0,1.73,1.48,0.0,1.81,0.18,0.0,0.0,0.0,0.0,0.14,56.7,0.18,0.54,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,1.08,1.16,0.61,0.11,0.9,1.48,61.0,0.58,2.02,1.05,0.97,1.81,3.68,5.02,0.04,77.1,11.1,43.5,35.9,2.09,0.54,75.4,49.1,247.4,114.3,2.06,0.43,0.0,0.29,0.11,52.5,0.07,0.18,0.0,0.0,1.16,0.54,0.04,0.0,0.07,0.0,10.8,3.57,1.91,65.1,,,,
Tony Springett,Tony Springett,ENG,FWMF,Norwich City,Premier League,19.0,2002,3,1,141,1.6,0.0,0.63,0.63,100.0,0.0,0.0,13.0,0.0,0.0,0.0,68.4,263.1,53.1,9.38,12.5,75.0,5.0,5.0,100.0,1.25,3.75,33.3,0.0,0.63,1.25,0.63,0.0,1.88,23.8,23.1,0.63,0.0,0.0,1.25,1.25,0.63,0.63,0.0,0.0,0.0,16.3,0.0,1.88,1.88,1.25,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,0.63,0.63,0.63,0.63,1.25,2.5,50.0,1.25,0.63,0.0,0.63,0.0,1.88,0.63,0.0,33.8,1.88,9.38,17.5,12.5,3.13,33.1,27.5,167.5,128.8,6.88,2.5,1.25,1.88,2.5,25.0,4.38,0.63,0.0,0.0,0.63,2.5,0.0,0.0,0.0,0.0,5.0,0.63,3.13,16.7,,,,
Kostas Stafylidis,Kostas Stafylidis,GRE,DFMF,Bochum,Bundesliga,28.0,1993,24,15,1388,15.4,0.0,1.04,0.32,31.3,0.0,0.0,28.4,0.19,0.0,0.0,72.8,729.2,274.7,10.3,11.9,86.4,15.0,18.9,79.4,7.27,13.1,55.7,0.06,0.78,2.14,0.78,0.45,3.31,45.1,34.9,10.3,1.43,0.06,1.88,2.08,0.65,0.26,0.26,0.13,8.18,32.9,0.06,1.1,1.88,0.78,0.58,0.13,0.19,0.06,0.13,0.19,0.0,0.06,0.0,0.06,0.0,0.06,3.25,1.82,1.75,0.91,0.58,1.17,2.01,58.1,0.84,2.01,0.45,1.56,2.6,5.84,3.18,0.0,58.1,4.74,19.3,27.5,13.8,0.13,48.0,28.1,134.9,54.2,2.4,0.84,0.0,0.78,0.84,26.6,0.45,0.19,0.06,0.0,0.84,1.23,0.06,0.0,0.0,0.0,8.7,1.88,1.69,52.7,,,,
Finley Stevens,Finley Stevens,WAL,DF,Brentford,Premier League,19.0,2003,1,0,15,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,470.0,255.0,10.0,15.0,66.7,15.0,20.0,75.0,0.0,5.0,0.0,0.0,5.0,0.0,5.0,0.0,10.0,40.0,40.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,5.0,5.0,100.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,50.0,0.0,10.0,25.0,15.0,5.0,50.0,20.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,5.0,0.0,100.0,,,,
Riccardo Stivanello,Riccardo Stivanello,ITA,DF,Bologna,Serie A,18.0,2004,1,0,45,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,370.0,284.0,6.0,6.0,100.0,8.0,10.0,80.0,4.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,18.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,2.0,2.0,100.0,0.0,4.0,4.0,0.0,0.0,4.0,16.0,0.0,42.0,18.0,38.0,4.0,0.0,0.0,40.0,18.0,88.0,40.0,0.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,,,,
Vladyslav Supriaha,Vladyslav Supriaha,UKR,FW,Sampdoria,Serie A,22.0,2000,1,0,22,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,185.0,15.0,15.0,15.0,100.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,10.0,20.0,5.0,30.0,25.0,65.0,30.0,5.0,0.0,0.0,5.0,0.0,30.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
Jakob Sørensen,Jakob Sorensen,DEN,MFDF,Norwich City,Premier League,24.0,1998,10,6,604,6.7,0.0,0.75,0.15,20.0,0.0,0.0,14.4,0.0,0.0,0.0,82.3,760.0,213.7,12.8,14.6,87.8,17.5,19.0,92.1,5.97,9.85,60.6,0.0,0.0,2.39,0.0,0.0,1.79,44.8,43.4,1.34,0.75,0.0,1.34,0.0,0.0,0.0,0.0,0.0,0.45,36.9,0.0,0.45,0.3,0.15,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.73,2.39,1.34,2.24,0.15,1.04,2.24,46.7,1.19,1.79,0.6,1.19,2.24,5.97,2.24,0.0,55.4,5.82,25.7,27.5,4.93,1.04,54.0,32.2,169.0,86.7,3.13,0.6,0.0,0.3,0.45,33.9,0.45,0.0,0.0,0.0,1.04,0.15,0.0,0.0,0.15,0.0,8.36,2.09,1.79,53.8,,,,
Khéphren Thuram-Ulie,Khephren Thuram-Ulie,FRA,MF,Nice,Ligue 1,21.0,2001,36,20,1901,21.1,0.19,1.09,0.28,26.1,0.17,0.67,15.6,0.0,0.0,0.0,86.8,867.7,183.8,18.5,20.4,90.7,21.9,23.9,91.7,5.5,7.49,73.4,0.09,1.04,4.55,0.85,0.05,4.08,54.1,52.5,1.56,1.42,0.19,1.09,0.43,0.0,0.0,0.0,0.0,0.14,46.9,0.09,1.0,2.46,1.85,0.0,0.24,0.19,0.09,0.09,0.43,0.24,0.0,0.05,0.09,0.05,0.0,2.04,1.23,0.62,1.0,0.43,0.52,1.47,35.5,0.95,1.85,0.52,1.33,2.13,4.17,0.71,0.0,65.3,1.71,13.5,44.2,14.1,1.75,63.9,47.3,300.7,159.7,6.73,2.84,0.28,1.18,1.23,47.0,1.71,0.19,0.0,0.0,1.66,0.95,0.05,0.05,0.0,0.0,8.67,0.85,0.95,47.4,,,,
Cheikh Tidiane Sabaly,Cheikh Tidiane Sabaly,SEN,FWMF,Metz,Ligue 1,23.0,1999,6,2,150,1.7,0.0,1.18,0.59,50.0,0.0,0.0,18.4,0.0,0.0,0.0,91.7,273.5,60.0,12.4,12.9,95.5,7.06,7.06,100.0,0.0,1.18,0.0,0.0,1.18,0.59,0.59,0.0,1.76,21.2,20.0,1.18,0.0,0.0,0.0,0.59,0.59,0.0,0.0,0.0,0.0,19.4,0.0,0.0,3.53,3.53,0.0,0.0,0.0,0.0,0.0,0.59,0.59,0.0,0.0,0.0,0.0,0.0,1.76,1.18,0.0,1.18,0.59,0.0,0.59,0.0,0.59,1.76,0.0,1.76,0.59,2.35,0.59,0.0,37.6,1.18,4.71,14.7,20.0,2.35,36.5,24.1,97.1,48.2,4.12,0.59,0.0,4.12,2.94,22.4,6.47,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,7.65,0.0,1.76,0.0,,,,
Umut Tohumcu,Umut Tohumcu,GER,MF,Hoffenheim,Bundesliga,17.0,2004,1,0,5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,10.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
Jordan Torunarigha,Jordan Torunarigha,GER,DF,Hertha BSC,Bundesliga,24.0,1997,7,6,483,5.4,0.0,0.37,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,82.2,822.8,270.0,7.41,8.15,90.9,21.3,24.1,88.5,6.3,9.26,68.0,0.19,0.37,1.3,0.0,0.0,2.22,43.7,41.9,1.85,0.93,0.0,2.04,0.19,0.0,0.0,0.0,0.0,0.19,35.9,0.0,0.74,0.56,0.37,0.0,0.19,0.0,0.0,0.0,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.74,0.37,0.19,0.56,0.0,0.37,0.74,50.0,0.37,0.93,0.37,0.56,3.52,4.26,5.74,0.0,55.2,10.4,38.7,17.8,1.85,0.56,53.3,29.3,161.3,65.0,1.3,0.19,0.0,0.37,0.56,31.9,0.0,0.19,0.0,0.0,0.74,0.93,0.19,0.0,0.0,0.0,9.26,2.96,0.93,76.2,,,,
Trézéguet,Trezeguet,EGY,FW,Aston Villa,Premier League,27.0,1994,1,0,11,0.1,0.0,10.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,100.0,970.0,370.0,50.0,50.0,100.0,0.0,0.0,0.0,10.0,10.0,100.0,0.0,0.0,20.0,10.0,0.0,10.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,50.0,40.0,10.0,90.0,90.0,300.0,120.0,10.0,0.0,0.0,20.0,0.0,90.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
Francisco Trincão,Francisco Trincao,POR,FWMF,Wolves,Premier League,22.0,1999,28,16,1336,14.8,0.14,2.09,0.88,41.9,0.06,0.15,18.0,0.07,0.0,0.0,77.1,399.9,86.8,12.4,14.3,86.7,8.58,10.3,83.6,2.36,4.26,55.6,0.07,1.01,1.82,0.88,0.34,2.16,30.9,29.3,1.62,0.41,0.07,1.01,1.62,0.95,0.14,0.54,0.0,0.2,23.9,0.07,1.35,2.64,1.62,0.2,0.61,0.0,0.14,0.07,0.14,0.14,0.0,0.0,0.0,0.0,0.0,1.96,1.01,0.61,0.88,0.47,0.41,0.95,42.9,0.54,1.42,0.07,1.35,1.01,2.97,0.07,0.0,46.1,0.14,5.74,22.2,22.8,3.38,44.5,34.3,180.6,107.0,5.47,1.82,0.74,2.03,1.69,32.6,6.49,0.0,0.0,0.0,1.08,1.55,0.07,0.0,0.0,0.0,6.42,0.34,1.35,20.0,,,,
Kostas Tsimikas,Kostas Tsimikas,GRE,DF,Liverpool,Premier League,26.0,1996,13,9,877,9.7,0.0,0.82,0.21,25.0,0.0,0.0,17.1,0.0,0.0,0.0,73.4,958.6,329.9,23.3,26.1,89.3,23.1,28.7,80.6,5.88,13.5,43.5,0.21,2.68,2.58,1.44,0.93,4.64,72.0,58.2,13.7,1.24,0.0,3.61,5.88,4.54,0.72,3.3,0.31,7.94,52.8,0.1,3.4,3.81,2.47,1.34,0.0,0.0,0.0,0.0,0.31,0.21,0.1,0.0,0.0,0.0,0.0,2.06,1.03,0.93,0.62,0.52,0.62,1.65,37.5,1.03,1.55,0.21,1.34,1.44,3.51,2.27,0.0,82.3,3.71,18.6,32.7,37.6,3.51,68.8,51.4,300.5,176.6,10.2,4.02,0.72,0.41,1.03,50.2,5.88,0.31,0.0,0.0,2.27,0.82,0.0,0.0,0.0,0.0,9.59,1.03,1.13,47.6,,,,
Iyenoma Udogie,Iyenoma Udogie,ITA,DF,Udinese,Serie A,19.0,2002,35,29,2477,27.5,0.18,1.02,0.47,46.4,0.18,0.38,13.1,0.0,0.0,0.0,80.2,388.4,146.8,14.5,16.8,86.6,10.1,12.3,82.2,0.8,1.31,61.1,0.11,0.91,1.56,0.8,0.15,2.55,33.1,28.7,4.47,0.4,0.04,0.11,0.62,0.07,0.0,0.0,0.0,4.0,26.6,0.04,1.31,2.15,1.67,0.07,0.11,0.15,0.07,0.07,0.25,0.18,0.0,0.0,0.04,0.04,0.0,2.73,1.82,1.45,0.95,0.33,1.13,2.33,48.4,1.2,2.04,0.18,1.85,1.82,4.55,1.05,0.0,45.6,2.33,12.4,21.4,15.7,2.73,41.5,29.2,196.9,113.2,4.91,1.53,0.73,1.35,1.78,24.9,2.36,0.15,0.0,0.0,1.42,1.31,0.15,0.0,0.0,0.0,7.89,1.13,1.09,50.8,,,,
Chimuanya Ugochukwu,Chimuanya Ugochukwu,FRA,MF,Rennes,Ligue 1,18.0,2004,18,3,405,4.5,0.22,0.89,0.22,25.0,0.25,1.0,17.0,0.0,0.0,0.0,88.0,848.4,132.0,15.8,16.9,93.4,22.0,24.2,90.8,5.56,7.56,73.5,0.0,0.44,1.78,0.22,0.0,2.0,50.0,48.7,1.33,1.11,0.0,1.11,0.22,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.44,0.89,0.67,0.0,0.0,0.22,0.0,0.0,0.22,0.22,0.0,0.0,0.0,0.0,0.0,2.67,0.89,1.11,1.11,0.44,0.89,2.22,40.0,1.33,2.0,0.67,1.33,0.89,3.56,0.44,0.0,59.1,0.89,16.0,35.1,11.6,1.78,58.0,43.3,196.0,99.1,2.89,0.67,0.22,0.44,1.33,44.0,1.56,0.44,0.0,0.0,3.56,0.67,0.0,0.0,0.0,0.0,7.11,0.67,1.33,33.3,,,,
